id,location,date,total_cases,new_cases,total_deaths,new_deaths,mask_use_percentage
10054,Nevada,2020-09-01,153295.00,69708,3363.00,1313,66.73
1640,New Hampshire,2020-04-01,415.00,415,4.00,4,23.10
3290,New Hampshire,2020-05-01,2725.00,2310,85.00,81,47.52
4995,New Hampshire,2020-06-01,7410.00,4685,330.00,245,54.73
6645,New Hampshire,2020-07-01,13212.00,5802,703.00,373,72.60
8350,New Hampshire,2020-08-01,19825.00,6613,1119.00,416,67.00
10055,New Hampshire,2020-09-01,27122.00,7297,1551.00,432,63.23
1641,New Jersey,2020-04-01,22255.00,22255,355.00,355,37.20
3291,New Jersey,2020-05-01,143445.00,121190,7893.00,7538,50.03
4996,New Jersey,2020-06-01,304363.00,160918,19614.00,11721,50.60
6646,New Jersey,2020-07-01,478145.00,173782,34692.00,15078,70.80
8351,New Jersey,2020-08-01,662049.00,183904,50522.00,15830,67.80
10056,New Jersey,2020-09-01,856119.00,194070,66472.00,15950,68.47
1642,New Mexico,2020-04-01,363.00,363,6.00,6,21.00
3292,New Mexico,2020-05-01,3876.00,3513,137.00,131,28.03
4997,New Mexico,2020-06-01,11676.00,7800,499.00,362,34.00
6647,New Mexico,2020-07-01,23952.00,12276,999.00,500,72.00
8352,New Mexico,2020-08-01,44748.00,20796,1650.00,651,69.60
10057,New Mexico,2020-09-01,70208.00,25460,2437.00,787,70.37
1643,New York,2020-04-01,84365.00,84364,2415.00,2415,36.17
3293,New York,2020-05-01,397940.00,313575,26256.00,23841,46.16
4998,New York,2020-06-01,774460.00,376520,56022.00,29766,56.43
6648,New York,2020-07-01,1173230.00,398770,87813.00,31791,80.60
8353,New York,2020-08-01,1593707.00,420477,120203.00,32390,69.60
10058,New York,2020-09-01,2033944.00,440237,152754.00,32551,71.67
1644,North Carolina,2020-04-01,1591.00,1591,11.00,11,27.03
3294,North Carolina,2020-05-01,12513.00,10922,416.00,405,31.39
4999,North Carolina,2020-06-01,41881.00,29368,1339.00,923,37.30
6649,North Carolina,2020-07-01,108696.00,66815,2728.00,1389,53.20
8354,North Carolina,2020-08-01,232711.00,124015,4717.00,1989,56.00
10059,North Carolina,2020-09-01,402677.00,169966,7486.00,2769,61.20
1645,North Dakota,2020-04-01,147.00,147,3.00,3,21.30
3295,North Dakota,2020-05-01,1254.00,1107,26.00,23,24.61
5000,North Dakota,2020-06-01,3882.00,2628,90.00,64,30.50
6650,North Dakota,2020-07-01,7506.00,3624,179.00,89,36.80
8355,North Dakota,2020-08-01,14112.00,6606,286.00,107,37.20
10060,North Dakota,2020-09-01,26116.00,12004,435.00,149,39.63
1647,Ohio,2020-04-01,2548.00,2548,65.00,65,18.73
3297,Ohio,2020-05-01,21291.00,18743,1067.00,1002,25.77
5002,Ohio,2020-06-01,57275.00,35984,3273.00,2206,29.00
6652,Ohio,2020-07-01,110140.00,52865,6149.00,2876,56.20
8357,Ohio,2020-08-01,202227.00,92087,9664.00,3515,59.60
10062,Ohio,2020-09-01,326837.00,124610,13829.00,4165,60.10
1648,Oklahoma,2020-04-01,719.00,719,30.00,30,27.87
3298,Oklahoma,2020-05-01,4467.00,3748,260.00,230,38.19
5003,Oklahoma,2020-06-01,11040.00,6573,594.00,334,36.90
6653,Oklahoma,2020-07-01,25152.00,14112,983.00,389,48.80
8358,Oklahoma,2020-08-01,62858.00,37706,1532.00,549,51.00
10063,Oklahoma,2020-09-01,122257.00,59399,2341.00,809,50.50
1649,Oregon,2020-04-01,739.00,737,19.00,19,24.47
3299,Oregon,2020-05-01,3318.00,2579,123.00,104,31.55
5004,Oregon,2020-06-01,7621.00,4303,277.00,154,33.00
6654,Oregon,2020-07-01,16640.00,9019,488.00,211,65.00
8359,Oregon,2020-08-01,35457.00,18817,817.00,329,58.60
10064,Oregon,2020-09-01,62415.00,26958,1284.00,467,60.93
1650,Pennsylvania,2020-04-01,5805.00,5805,78.00,78,32.20
3300,Pennsylvania,2020-05-01,55569.00,49764,2749.00,2671,51.20
5005,Pennsylvania,2020-06-01,132303.00,76734,8323.00,5574,51.57
6655,Pennsylvania,2020-07-01,224167.00,91864,15027.00,6704,66.37
8360,Pennsylvania,2020-08-01,341635.00,117468,22297.00,7270,60.37
10065,Pennsylvania,2020-09-01,481226.00,139591,30061.00,7764,63.43
1652,Rhode Island,2020-04-01,568.00,566,10.00,10,22.30
3302,Rhode Island,2020-05-01,9530.00,8962,289.00,279,45.80
5007,Rhode Island,2020-06-01,24521.00,14991,1009.00,720,55.20
6657,Rhode Island,2020-07-01,41374.00,16853,1965.00,956,77.83
8362,Rhode Island,2020-08-01,60396.00,19022,2972.00,1007,73.63
10067,Rhode Island,2020-09-01,82398.00,22002,4022.00,1050,71.27
1653,South Carolina,2020-04-01,1293.00,1293,26.00,26,17.87
3303,South Carolina,2020-05-01,7551.00,6258,282.00,256,27.23
5008,South Carolina,2020-06-01,19699.00,12148,782.00,500,29.43
6658,South Carolina,2020-07-01,57618.00,37919,1548.00,766,58.53
8363,South Carolina,2020-08-01,148217.00,90599,3299.00,1751,71.20
10068,South Carolina,2020-09-01,268063.00,119846,6056.00,2757,60.90
1654,South Dakota,2020-04-01,129.00,129,1.00,1,21.47
3304,South Dakota,2020-05-01,2654.00,2525,22.00,21,24.60
5009,South Dakota,2020-06-01,7688.00,5034,84.00,62,30.50
6659,South Dakota,2020-07-01,14514.00,6826,177.00,93,33.80
8364,South Dakota,2020-08-01,23381.00,8867,311.00,134,33.67
10069,South Dakota,2020-09-01,37130.00,13749,478.00,167,37.50
1655,Tennessee,2020-04-01,2689.00,2689,23.00,23,17.47
3305,Tennessee,2020-05-01,14470.00,11781,228.00,205,22.47
5010,Tennessee,2020-06-01,37712.00,23242,589.00,361,24.53
6660,Tennessee,2020-07-01,82072.00,44360,1191.00,602,50.97
8365,Tennessee,2020-08-01,187527.00,105455,2247.00,1056,57.53
10070,Tennessee,2020-09-01,340801.00,153274,4000.00,1753,55.00
1656,Texas,2020-04-01,4413.00,4402,65.00,65,32.40
3306,Texas,2020-05-01,34755.00,30342,918.00,853,43.77
5011,Texas,2020-06-01,100836.00,66081,2613.00,1695,42.47
6661,Texas,2020-07-01,275662.00,174826,5131.00,2518,66.00
8366,Texas,2020-08-01,723886.00,448224,12608.00,7477,69.13
10071,Texas,2020-09-01,1369420.00,645534,25612.00,13004,67.93
1657,Utah,2020-04-01,1013.00,1012,7.00,7,21.23
3307,Utah,2020-05-01,5842.00,4829,53.00,46,27.93
5012,Utah,2020-06-01,15868.00,10026,166.00,113,34.00
6662,Utah,2020-07-01,38732.00,22864,339.00,173,57.70
8367,Utah,2020-08-01,79486.00,40754,651.00,312,54.40
10072,Utah,2020-09-01,131991.00,52505,1061.00,410,54.30
1658,Vermont,2020-04-01,321.00,321,16.00,16,21.63
3308,Vermont,2020-05-01,1200.00,879,65.00,49,45.80
5013,Vermont,2020-06-01,2183.00,983,120.00,55,55.20
6663,Vermont,2020-07-01,3393.00,1210,176.00,56,76.60
8368,Vermont,2020-08-01,4814.00,1421,233.00,57,72.53
10073,Vermont,2020-09-01,6449.00,1635,291.00,58,69.37
1660,Virginia,2020-04-01,1511.00,1511,18.00,18,25.03
3310,Virginia,2020-05-01,18412.00,16901,599.00,581,40.57
5015,Virginia,2020-06-01,63810.00,45398,1991.00,1392,49.70
6665,Virginia,2020-07-01,127013.00,63203,3777.00,1786,77.13
8370,Virginia,2020-08-01,217814.00,90801,5992.00,2215,79.43
10075,Virginia,2020-09-01,339429.00,121615,8604.00,2612,64.80
1661,Washington,2020-04-01,5607.00,5589,253.00,250,22.53
3311,Washington,2020-05-01,20741.00,15134,1082.00,829,35.40
5016,Washington,2020-06-01,44013.00,23272,2215.00,1133,42.80
6666,Washington,2020-07-01,79271.00,35258,3555.00,1340,63.60
8371,Washington,2020-08-01,138919.00,59648,5230.00,1675,62.93
10076,Washington,2020-09-01,216980.00,78061,7248.00,2018,66.70
1662,West Virginia,2020-04-01,191.00,191,2.00,2,22.57
3312,West Virginia,2020-05-01,1343.00,1152,49.00,47,36.30
5017,West Virginia,2020-06-01,3371.00,2028,125.00,76,39.87
6667,West Virginia,2020-07-01,6350.00,2979,218.00,93,60.40
8372,West Virginia,2020-08-01,13085.00,6735,334.00,116,63.07
10077,West Virginia,2020-09-01,23592.00,10507,556.00,222,58.40
1663,Wisconsin,2020-04-01,1553.00,1552,33.00,33,22.47
3313,Wisconsin,2020-05-01,8992.00,7439,360.00,327,29.57
5018,Wisconsin,2020-06-01,27817.00,18825,957.00,597,31.07
6668,Wisconsin,2020-07-01,60124.00,32307,1751.00,794,60.43
8373,Wisconsin,2020-08-01,118188.00,58064,2706.00,955,59.67
10078,Wisconsin,2020-09-01,199876.00,81688,3847.00,1141,59.33
1664,Wyoming,2020-04-01,138.00,138,0.00,0,20.83
3314,Wyoming,2020-05-01,704.00,566,7.00,7,27.93
5019,Wyoming,2020-06-01,1614.00,910,24.00,17,34.00
6669,Wyoming,2020-07-01,3128.00,1514,44.00,20,36.63
8374,Wyoming,2020-08-01,5897.00,2769,70.00,26,34.77
10079,Wyoming,2020-09-01,9763.00,3866,111.00,41,31.60
1610,Alabama,2020-04-01,1108.00,1108,28.00,28,
3260,Alabama,2020-04-01,8402.00,7294,317.00,289,
4965,Alabama,2020-04-01,26936.00,18534,963.00,646,
6615,Alabama,2020-04-01,65898.00,38962,1935.00,972,
8320,Alabama,2020-04-01,155247.00,89349,3538.00,1603,
10025,Alabama,2020-04-01,282863.00,127616,5738.00,2200,
11675,Alabama,2020-04-01,438607.00,155744,8286.00,2548,
13380,Alabama,2020-04-01,632592.00,193985,11259.00,2973,
15030,Alabama,2020-04-01,885492.00,252900,14897.00,3638,
16735,Alabama,2020-04-01,1251239.00,365747,19769.00,4872,
18440,Alabama,2020-04-01,1712099.00,460860,27457.00,7688,
19980,Alabama,2020-04-01,2205868.00,493769,37388.00,9931,
21685,Alabama,2020-04-01,2721734.00,515866,47941.00,10553,
23335,Alabama,2020-04-01,3250043.00,528309,58854.00,10913,
25040,Alabama,2020-04-01,3794088.00,544045,70010.00,11156,
26690,Alabama,2020-04-01,4345071.00,550983,81362.00,11352,
28395,Alabama,2020-04-01,4932476.00,587405,92898.00,11536,
1611,Alaska,2020-04-01,143.00,143,2.00,2,
3261,Alaska,2020-04-01,505.00,362,9.00,7,
4966,Alaska,2020-04-01,981.00,476,17.00,8,
6616,Alaska,2020-04-01,2155.00,1174,29.00,12,
8321,Alaska,2020-04-01,5980.00,3825,51.00,22,
10026,Alaska,2020-04-01,12089.00,6109,87.00,36,
11676,Alaska,2020-04-01,20927.00,8838,140.00,53,
13381,Alaska,2020-04-01,37524.00,16597,218.00,78,
15031,Alaska,2020-04-01,70435.00,32911,334.00,116,
16736,Alaska,2020-04-01,117175.00,46740,532.00,198,
18441,Alaska,2020-04-01,171266.00,54091,785.00,253,
19981,Alaska,2020-04-01,229495.00,58229,1074.00,289,
21686,Alaska,2020-04-01,292280.00,62785,1373.00,299,
23336,Alaska,2020-04-01,359878.00,67598,1703.00,330,
25041,Alaska,2020-04-01,429615.00,69737,2055.00,352,
26691,Alaska,2020-04-01,500284.00,70669,2415.00,360,
28396,Alaska,2020-04-01,575137.00,74853,2787.00,372,
33,Arizona,2020-04-01,1.00,1,0.00,0,
241,Arizona,2020-04-01,2.00,1,0.00,0,
1612,Arizona,2020-04-01,1415.00,1413,29.00,29,
3262,Arizona,2020-04-01,9377.00,7962,359.00,330,
4967,Arizona,2020-04-01,29500.00,20123,1277.00,918,
6617,Arizona,2020-04-01,113652.00,84152,3003.00,1726,
8322,Arizona,2020-04-01,290671.00,177019,6756.00,3753,
10027,Arizona,2020-04-01,493046.00,202375,11804.00,5048,
11677,Arizona,2020-04-01,712260.00,219214,17478.00,5674,
13382,Arizona,2020-04-01,959744.00,247484,23459.00,5981,
15032,Arizona,2020-04-01,1297998.00,338254,30151.00,6692,
16737,Arizona,2020-04-01,1828265.00,530267,39166.00,9015,
18442,Arizona,2020-04-01,2590723.00,762458,52290.00,13124,
19982,Arizona,2020-04-01,3408991.00,818268,68269.00,15979,
21687,Arizona,2020-04-01,4251191.00,842200,85246.00,16977,
23337,Arizona,2020-04-01,5114762.00,863571,102584.00,17338,
25042,Arizona,2020-04-01,5996216.00,881454,120212.00,17628,
26692,Arizona,2020-04-01,6891563.00,895347,138151.00,17939,
28397,Arizona,2020-04-01,7821104.00,929541,156402.00,18251,
1613,Arkansas,2020-04-01,624.00,624,10.00,10,
3263,Arkansas,2020-04-01,3934.00,3310,74.00,64,
4968,Arkansas,2020-04-01,11377.00,7443,207.00,133,
6618,Arkansas,2020-04-01,32574.00,21197,484.00,277,
8323,Arkansas,2020-04-01,75747.00,43173,942.00,458,
10028,Arkansas,2020-04-01,137244.00,61497,1756.00,814,
11678,Arkansas,2020-04-01,222065.00,84821,3140.00,1384,
13383,Arkansas,2020-04-01,335122.00,113057,5098.00,1958,
15033,Arkansas,2020-04-01,494431.00,159309,7610.00,2512,
16738,Arkansas,2020-04-01,723873.00,229442,11321.00,3711,
18443,Arkansas,2020-04-01,1020367.00,296494,16216.00,4895,
19983,Arkansas,2020-04-01,1342876.00,322509,21466.00,5250,
21688,Arkansas,2020-04-01,1673485.00,330609,27102.00,5636,
23338,Arkansas,2020-04-01,2009453.00,335968,32843.00,5741,
25043,Arkansas,2020-04-01,2350903.00,341450,38677.00,5834,
26693,Arkansas,2020-04-01,2700988.00,350085,44586.00,5909,
28398,Arkansas,2020-04-01,3089424.00,388436,50743.00,6157,
34,California,2020-04-01,3.00,3,0.00,0,
242,California,2020-04-01,36.00,33,0.00,0,
1614,California,2020-04-01,9893.00,9857,212.00,212,
3264,California,2020-04-01,62211.00,52318,2359.00,2147,
4969,California,2020-04-01,177854.00,115643,6646.00,4287,
6619,California,2020-04-01,417618.00,239764,12814.00,6168,
8324,California,2020-04-01,927125.00,509507,22179.00,9365,
10029,California,2020-04-01,1643755.00,716630,35328.00,13149,
11679,California,2020-04-01,2468062.00,824307,51317.00,15989,
13384,California,2020-04-01,3406959.00,938897,68988.00,17671,
15034,California,2020-04-01,4660864.00,1253905,88315.00,19327,
16739,California,2020-04-01,7006675.00,2345811,114551.00,26236,
18444,California,2020-04-01,10348331.00,3341656,155835.00,41284,
19984,California,2020-04-01,13922106.00,3573775,208322.00,52487,
21689,California,2020-04-01,17593796.00,3671690,267718.00,59396,
23339,California,2020-04-01,21337576.00,3743780,329571.00,61853,
25044,California,2020-04-01,25128764.00,3791188,392831.00,63260,
26694,California,2020-04-01,28995370.00,3866606,456540.00,63709,
28399,California,2020-04-01,33036181.00,4040811,520957.00,64417,
1615,Colorado,2020-04-01,3346.00,3346,80.00,80,
3265,Colorado,2020-04-01,19007.00,15661,898.00,818,
4970,Colorado,2020-04-01,45570.00,26563,2356.00,1458,
6620,Colorado,2020-04-01,78582.00,33012,4053.00,1697,
8325,Colorado,2020-04-01,125939.00,47357,5899.00,1846,
10030,Colorado,2020-04-01,184057.00,58118,7852.00,1953,
11680,Colorado,2020-04-01,255780.00,71723,9916.00,2064,
13385,Colorado,2020-04-01,366420.00,110640,12228.00,2312,
15035,Colorado,2020-04-01,605199.00,238779,15364.00,3136,
16740,Colorado,2020-04-01,943556.00,338357,20300.00,4936,
18445,Colorado,2020-04-01,1342940.00,399384,26037.00,5737,
19985,Colorado,2020-04-01,1775126.00,432186,32083.00,6046,
21690,Colorado,2020-04-01,2241494.00,466368,38266.00,6183,
23340,Colorado,2020-04-01,2756619.00,515125,44700.00,6434,
25045,Colorado,2020-04-01,3303215.00,546596,51423.00,6723,
26695,Colorado,2020-04-01,3864675.00,561460,58375.00,6952,
28400,Colorado,2020-04-01,4443388.00,578713,65472.00,7097,
1616,Connecticut,2020-04-01,3557.00,3557,85.00,85,
3266,Connecticut,2020-04-01,32321.00,28764,2424.00,2339,
4971,Connecticut,2020-04-01,75061.00,42740,6388.00,3964,
6621,Connecticut,2020-04-01,121633.00,46572,10712.00,4324,
8326,Connecticut,2020-04-01,171443.00,49810,15144.00,4432,
10031,Connecticut,2020-04-01,224449.00,53006,19610.00,4466,
11681,Connecticut,2020-04-01,282191.00,57742,24121.00,4511,
13386,Connecticut,2020-04-01,353398.00,71207,28737.00,4616,
15036,Connecticut,2020-04-01,472152.00,118754,33777.00,5040,
16741,Connecticut,2020-04-01,657860.00,185708,39772.00,5995,
18446,Connecticut,2020-04-01,911814.00,253954,46891.00,7119,
19986,Connecticut,2020-04-01,1194440.00,282626,54542.00,7651,
21691,Connecticut,2020-04-01,1506908.00,312468,62442.00,7900,
23341,Connecticut,2020-04-01,1846141.00,339233,70539.00,8097,
25046,Connecticut,2020-04-01,2193704.00,347563,78783.00,8244,
26696,Connecticut,2020-04-01,2543091.00,349387,87062.00,8279,
28401,Connecticut,2020-04-01,2897426.00,354335,95355.00,8293,
1617,Delaware,2020-04-01,368.00,368,11.00,11,
3267,Delaware,2020-04-01,5286.00,4918,170.00,159,
4972,Delaware,2020-04-01,14891.00,9605,538.00,368,
6622,Delaware,2020-04-01,26401.00,11510,1047.00,509,
8327,Delaware,2020-04-01,41278.00,14877,1632.00,585,
10032,Delaware,2020-04-01,58813.00,17535,2237.00,605,
11682,Delaware,2020-04-01,79600.00,20787,2873.00,636,
13387,Delaware,2020-04-01,104726.00,25126,3583.00,710,
15037,Delaware,2020-04-01,141069.00,36343,4360.00,777,
16742,Delaware,2020-04-01,199133.00,58064,5290.00,930,
18447,Delaware,2020-04-01,277628.00,78495,6391.00,1101,
19987,Delaware,2020-04-01,364708.00,87080,7813.00,1422,
21692,Delaware,2020-04-01,459896.00,95188,9372.00,1559,
23342,Delaware,2020-04-01,564517.00,104621,10998.00,1626,
25047,Delaware,2020-04-01,673411.00,108894,12659.00,1661,
26697,Delaware,2020-04-01,783181.00,109770,14353.00,1694,
28402,Delaware,2020-04-01,894744.00,111563,16186.00,1833,
1618,District of Columbia,2020-04-01,586.00,586,11.00,11,
3268,District of Columbia,2020-04-01,5244.00,4658,242.00,231,
4973,District of Columbia,2020-04-01,14101.00,8857,710.00,468,
6623,District of Columbia,2020-04-01,24466.00,10365,1263.00,553,
8328,District of Columbia,2020-04-01,36671.00,12205,1848.00,585,
10033,District of Columbia,2020-04-01,50720.00,14049,2455.00,607,
11683,District of Columbia,2020-04-01,66078.00,15358,3083.00,628,
13388,District of Columbia,2020-04-01,83447.00,17369,3729.00,646,
15038,District of Columbia,2020-04-01,105132.00,21685,4414.00,685,
16743,District of Columbia,2020-04-01,134384.00,29252,5202.00,788,
18448,District of Columbia,2020-04-01,171392.00,37008,6118.00,916,
19988,District of Columbia,2020-04-01,212076.00,40684,7137.00,1019,
21693,District of Columbia,2020-04-01,256732.00,44656,8203.00,1066,
23343,District of Columbia,2020-04-01,304532.00,47800,9309.00,1106,
25048,District of Columbia,2020-04-01,353532.00,49000,10443.00,1134,
26698,District of Columbia,2020-04-01,402894.00,49362,11584.00,1141,
28403,District of Columbia,2020-04-01,453292.00,50398,12733.00,1149,
243,Florida,2020-04-01,2.00,2,0.00,0,
1619,Florida,2020-04-01,7771.00,7769,100.00,100,
3269,Florida,2020-04-01,42491.00,34720,1413.00,1313,
4974,Florida,2020-04-01,99313.00,56822,3872.00,2459,
6624,Florida,2020-04-01,258302.00,158989,7421.00,3549,
8329,Florida,2020-04-01,738322.00,480020,14442.00,7021,
10034,Florida,2020-04-01,1369354.00,631032,25815.00,11373,
11684,Florida,2020-04-01,2078490.00,709136,40258.00,14443,
13389,Florida,2020-04-01,2885894.00,807404,57046.00,16788,
15039,Florida,2020-04-01,3894052.00,1008158,75724.00,18678,
16744,Florida,2020-04-01,5217359.00,1323307,97396.00,21672,
18449,Florida,2020-04-01,6944458.00,1727099,124080.00,26684,
19989,Florida,2020-04-01,8855371.00,1910913,155078.00,30998,
21694,Florida,2020-04-01,10919888.00,2064517,188571.00,33493,
23344,Florida,2020-04-01,13158817.00,2238929,223809.00,35238,
25049,Florida,2020-04-01,15485564.00,2326747,260677.00,36868,
26699,Florida,2020-04-01,17817480.00,2331916,298590.00,37913,
28404,Florida,2020-04-01,20408179.00,2590699,337669.00,39079,
1620,Georgia,2020-04-01,4747.00,4747,154.00,154,
3270,Georgia,2020-04-01,31183.00,26436,1307.00,1153,
4975,Georgia,2020-04-01,76940.00,45757,3364.00,2057,
6625,Georgia,2020-04-01,156529.00,79589,6143.00,2779,
8330,Georgia,2020-04-01,331363.00,174834,9887.00,3744,
10035,Georgia,2020-04-01,587907.00,256544,15491.00,5604,
11685,Georgia,2020-04-01,890917.00,303010,22394.00,6903,
13390,Georgia,2020-04-01,1264617.00,373700,30186.00,7792,
15040,Georgia,2020-04-01,1723602.00,458985,39439.00,9253,
16745,Georgia,2020-04-01,2378552.00,654950,50049.00,10610,
18450,Georgia,2020-04-01,3267014.00,888462,63870.00,13821,
19990,Georgia,2020-04-01,4250893.00,983879,80704.00,16834,
21695,Georgia,2020-04-01,5287593.00,1036700,99240.00,18536,
23345,Georgia,2020-04-01,6364640.00,1077047,118826.00,19586,
25050,Georgia,2020-04-01,7464050.00,1099410,139007.00,20181,
26700,Georgia,2020-04-01,8574656.00,1110606,159741.00,20734,
28405,Georgia,2020-04-01,9728150.00,1153494,180719.00,20978,
1621,Guam,2020-04-01,147.00,147,3.00,3,
3271,Guam,2020-04-01,1262.00,1115,9.00,6,
4976,Guam,2020-04-01,2406.00,1144,15.00,6,
6626,Guam,2020-04-01,3646.00,1240,21.00,6,
8331,Guam,2020-04-01,4974.00,1328,27.00,6,
10036,Guam,2020-04-01,7390.00,2416,41.00,14,
11686,Guam,2020-04-01,10909.00,3519,91.00,50,
13391,Guam,2020-04-01,16568.00,5659,171.00,80,
15041,Guam,2020-04-01,24426.00,7858,284.00,113,
16746,Guam,2020-04-01,32721.00,8295,407.00,123,
18451,Guam,2020-04-01,41298.00,8577,537.00,130,
19991,Guam,2020-04-01,50004.00,8706,669.00,132,
21696,Guam,2020-04-01,58783.00,8779,804.00,135,
23346,Guam,2020-04-01,67727.00,8944,941.00,137,
25051,Guam,2020-04-01,76869.00,9142,1081.00,140,
26701,Guam,2020-04-01,86204.00,9335,1222.00,141,
28406,Guam,2020-04-01,95714.00,9510,1366.00,144,
1622,Hawaii,2020-04-01,258.00,258,1.00,1,
3272,Hawaii,2020-04-01,868.00,610,17.00,16,
4977,Hawaii,2020-04-01,1510.00,642,34.00,17,
6627,Hawaii,2020-04-01,2419.00,909,52.00,18,
8332,Hawaii,2020-04-01,4593.00,2174,77.00,25,
10037,Hawaii,2020-04-01,13221.00,8628,150.00,73,
11687,Hawaii,2020-04-01,25881.00,12660,288.00,138,
13392,Hawaii,2020-04-01,41168.00,15287,506.00,218,
15042,Hawaii,2020-04-01,59217.00,18049,748.00,242,
16747,Hawaii,2020-04-01,80953.00,21736,1035.00,287,
18452,Hawaii,2020-04-01,106823.00,25870,1442.00,407,
19992,Hawaii,2020-04-01,134322.00,27499,1878.00,436,
21697,Hawaii,2020-04-01,164210.00,29888,2338.00,460,
23347,Hawaii,2020-04-01,197092.00,32882,2818.00,480,
25052,Hawaii,2020-04-01,232182.00,35090,3315.00,497,
26702,Hawaii,2020-04-01,268617.00,36435,3830.00,515,
28407,Hawaii,2020-04-01,309707.00,41090,4364.00,534,
1623,Idaho,2020-04-01,669.00,669,9.00,9,
3273,Idaho,2020-04-01,2704.00,2035,72.00,63,
